patent_id	title	claim	abstract	class
6861444	Bicyclic compounds	1. A compound of the general formula (I):or a salt thereof,whereinR  1 represents a hydrogen atom, a hydroxyl group or a halogen atom;R  2 represents NHSO  2 R  3 or SO  2 NR  4 R  4′ ;R  3 represents an alkyl group containing from 1 to 6 carbon atoms, a benzyl group, a phenyl group or NR  4 R  4′ ;R  4 and R  4′  may be the same or different and each independently represents a hydrogen atom or an alkyl group containing from 1 to 6 carbon atoms;R  5 and R  6 may be the same or different and each independently represents a hydrogen atom, an alkyl group containing from 1 to 6 carbon atoms, an optionally substituted phenyl group or an optionally substituted benzyl group;X represents NH, a sulfur atom, an oxygen atom or a methylene group;Y represents an oxygen atom, NR  7 , a sulfur atom, a methylene group or a bond;R  7 represents a hydrogen atom, an alkyl group containing from 1 to 6 carbon atoms, or an acyl group containing from 1 to 6 carbon atoms; and*0@ represents an asymmetric carbon atom.	Compounds of the general formula (I):  1 is hydrogen, hydroxyl or halogen; R  2 is NHSO  2 CH  3 , SO  2 NHCH  3 or the like; R  5 and R  6 each independently is hydrogen, C  1-6 alkyl, optionally substituted phenyl or optionally substituted benzyl; X is NH, sulfur, oxygen or methylene; Y is oxygen, NR  7 , sulfur, methylene or a bond; and *0@ represents an asymmetric carbon atom. The compounds are useful as a medicine for treating or preventing diabetes, obesity, hyperlipidemia, digestive diseases, depression or urinary disturbances.	abc
6884812	Diarylcycloalkyl derivatives, processes for their preparation and their use as pharmaceuticals	1. A compound of formula Iin whichRing A is (C  3 -C  8 )-cycloalkyl;R1, R2, R4, R5, independently of one another, are H, F, Cl, Br, CF  3 , OCF  3 , CN, CH  3 , or OCH  3 ;R3 is H or CH  3 ;X is (C  1 -C  2 )-alkyl where, in the alkyl group, one carbon atom is replaced by an oxygen atom;Y is (C  1 -C  2 )-alkyl where, in the alkyl group, one carbon atom is replaced by an oxygen atom;or a physiologically acceptable salt of a compound of formula I.	Diarylcycloalkyl derivatives and their physiologically acceptable salts and physiologically functional derivatives are disclosed. The compounds include those of formula I,	abd
6890899	Glycoproteins having lipid mobilizing properties and therapeutic applications thereof	1. A method of treating a mammal to bring about a weigh reduction or reduction in obesity, said method comprising administering to the mammal in need of such treatment a therapeutically effective dosage of a lipid mobilizing agent which is a Zn-α  2 -glycoprotein, the polypeptide moiety thereof having the sequence as shown in SEQ ID NO:1.	A biologically active lipid mobilizing agent for use in therapy is disclosed which has the properties and characteristics of a Zn-α  2 -glycoprotein, or of a fragment thereof having an apparent molecular mass M  r greater than 6.0 kDa as determined by gel exclusion chromatography. Methods of isolation and purification from biological material are also disclosed together with uses of the material for making up pharmaceutical compositions, especially pharmaceutical compositions useful for treating mammals to achieve weight reduction or for controlling obesity. In addition, uses of the material for developing diagnostic agents and for identifying inhibitors of lipolytic activity for therapeutic purposes are disclosed.	abd
6908908	Biologically active 4H-benzo [1,4] oxazin-3-ones	1. A compound of Formula (I):or an optical isomer, enantiomer, diastereomer, racemate or racemic mixture thereof, ester, prodrug form, or a pharmaceutically acceptable salt thereof, whereinA is selected from aryl, heterocyclyl, and C  1 -C  10 alkyl, said aryl, heterocyclyl, and C  1 -C  10 alkyl being optionally substituted with one or more members selected from the group consisting of halogen, OH, aryl, C  3 -C  8 cycloalkyl, C  1 -C  10 alkyl substituted with a halogen, C  1 -C  10 alkyl ether, heterocyclyl, carbonyl, oxime, —N(R  1 )(SO  2 R), —C(NNR  3 R  4 )R  1 , —COOR  1 , —CONR  1 R  2 , —OC(O)R  1 , —OC(O)OR  1 , —OC(O)NR  1 R  2 , —NR  1 R  2 , —NR  3 C(O)R  1 , —NR  3 C(O)OR  1 , and —NR  3 C(O)NR  1 R  2 , whereinR is selected from C  1 -C  6 alkyl, trifluoromethyl, phenyl, and substituted phenyl;R  1 and R  2 are independently selected from hydrogen, C  1 -C  10 alkyl, aryl, heterocyclyl, and alkylaryl, or R  1 and R  2 may be taken together to form a 5- to 10-member ring; andR  3 and R  4 are independently selected from hydrogen, C  1 -C  10 alkyl, aryl, heterocyclyl, alkylaryl, —C(O)R  1 , or —C(O)NR  1 R  2 ;Z  1 is selected from hydrogen, C  1 -C  6 alkyl, aryl, heterocyciyl, COOR  1 , CONR  1 R  2 , OH, C  1 -C  6 alkyl ether, —OC(O)R  1 , —OC(O)OR  1 , —OC(O)NR  1 R  2 , —NR  1 R  2 , —NR  3 C(O)R  1 , —NR  3 C(O)OR  1 , —NR  3 C(O)NR  1 R  2 , halogen, —C(O)R  1 , —C(NR  3 )R  1 , —C(NOR  3 )R  1 , and —C(NNR  3 R  4 )R  1 ;Z  2 is selected from hydrogen, halogen, C  1 -C  6 alkyl;Z  1 and Z  2 may together form a fused aromatic ring;n is an integer from 0 to 3;G is selected from —COOR  1 , —C(O)COOR  1 , —CONR  1 R  2 , —CF  3 , —P(O)(OR  1 )(OR  2 ), —S—R  8 , —O—R  8 ,R  5 and R  6 are independently hydrogen or C  1 -C  6 alkyl;R  7 is hydrogen, C  1 -C  6 alkyl, or —C(O)R  5 ;R  8 is selected from the group consisting of hydrogen, C  1 -C  6 alkyl, and substituted C  1 -C  6 alkyl; andB is oxygen or —NR  5 ;E is selected from hydrogen, C  1 -C  6 alkyl and a moiety of the formulaX is hydrogen or oxygen, with the proviso thatwhen E is hydrogen and G is —COOH, —COOCH  3 , or a moiety of the formula ofA is selected from the group consisting of aryl, heterocyclyl, substituted C  1 -C  6 alkyl and C  7 -C  10 alkyl, provided that when X is hydrogen, n is 1 and G is a moiety of the formula ofA is selected from the group consisting of heterocyclyl, and C  7 -C  10 alkyl.	The invention is directed to 4h-benzo[1,4]oxazin-3-ones useful as peroxisome proliferator activated receptor gamma (PPARγ) agonists or antagonists. Pharmaceutical compositions comprising compounds of the present invention and methods of treating conditions such as NIDDM and obesity are also disclosed.	abb
6939875	Compounds that modulate PPAR activity and methods for their preparation	1. A compound of formula (I):and pharmaceutically acceptable salts thereof, wherein:  X  0 is S; X  1 is absent, O, S, —CH  2 —, —CH  2 —CH  2 —, or —CH&#x2550;CH—;    Ar  1 and Ar  2 are each independently unsubstituted or substituted phenyl or pyridinyl;    &#x2003;is absent;    R  1 and R  2 are selected from hydrogen, lower alkyl, lower alkoxy, haloalkyl, —O—(CH  2 )  m CF  3 , halogen, nitro, cyano, —OH, —SH or —CF  3 ;    R  3 and R  4 are selected from hydrogen, lower alkyl, lower alkoxy, haloalkyl, —O—(CH  2 )  m CF  3 , halogen, nitro, cyano, —OH, —SH or —CF  3 ;    provided that at least one of R  1 -R  4 is H, lower alkyl, lower alkoxy, haloalkyl, —O—(CH  2 )  m CF  3 , halogen, nitro, cyano, —OH, —SH or —CF  3 ;    m is 0 to 5;    q is 0 to 1; and    r is 0 to 1.	This invention discloses compounds that alter PPAR activity. The invention also discloses pharmaceutically acceptable salts of the compounds, pharmaceutically acceptable compositions comprising the compounds or their salts, and methods of using them as therapeutic agents for treating or preventing disipidemia, hypercholesteremia, obesity, eating disorders, hyperglycemia, atherosclerosis, hypertriglyceridemia, hyperinsulinemia and diabetes in a mammal as well as methods of supressing appetite and modulating leptin levels in a mammal. The present invention also discloses methods for making the disclosed compounds.	abd
6949572	Triamide-substituted heterobicyclic compounds	1. A compound of formula 1b:or a pharmaceutically acceptable salt thereof, wherein:R  1 is substituted at the 5 or 6 position of formula 1b and has the structure:or when R  7 is pyridyl or pyridyl-Z  1 - optionally substituted with one to five independently selected R  12 , R  1 is (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, (C  5 -C  10 )bicycloalkyl, —(CR  a R  b )  t O(C  1 -C  6 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r R  15 , —SO  2 R  15 , aryl or —(CR  a R  b )  q -aryl, wherein the cycloalkyl or aryl moiety is optionally substituted with from one to five independently selected R  16 ;m is an integer from 0 to 5;n is an integer from 0 to 3;p is an integer from 0 to 3;L is —C(O)N(R  9 )—;X  1 is N(R  4 );X  2 is N;R  2 , R  8 , R  11 , R  12 , R  13 and R  16 are each independently selected from halo, cyano, nitro, azido, amino, hydroxy, (C  1 -C  6 )alkyl, (C  2 -C  6 )alkoxy, methoxy, (C  1 -C  6 )alkoxy(C  1 -C  6 )alkyl, mono-, di- or tri-halo(C  2 -C  6 )alkyl, perfluoro(C  2 -C  4 )alkyl, trifluoromethyl, trifluoromethyl(C  1 -C  5 )alkyl, mono-, di- or tri-halo(C  2 -C  6 )alkoxy, trifluoromethyl(C  1 -C  5 )alkoxy, (C  1 -C  6 )alkylthio, hydroxy(C  1 -C  6 )alkyl, hydroxy, (C  3 -C  8 )cycloalkyl(CR  a R  b )  q —, (C  2 -C  6 )alkenyl, (C  2 -C  6 )alkynyl, (C  1 -C  6 )alkylamino-, (C  1 -C  6 )dialkylamino, amino(C  1 -C  6 )alkyl-, —(CR  a R  b )  q NR  a R  14 , —C(O)NR  a R  14 , —NR  14 C(O)R  15 , —NR  14 OR  15 , —CH&#x2550;NOR  15 , —NR  14 C(O)OR  15 , —NR  14 S(O)  j R  15 , —C(O)R  15 , —C(S)R  15 , —C(O)OR  15 , —OC(O)R  15 , —SO  2 NR  a R  14 , —S(O)  j R  15 , or —(CR  a R  b )  q S(O)  j R  15 ;each R  a and R  b is independently H or (C  1 -C  6 )alkyl;R  c is H or R  11 ;each q is independently an integer from 0 to 6;each j is independently 0, 1 or 2;R  3 is H, halo, (C  1 -C  6 )alkyl, or mono-, di- or tri-halo(C  1 -C  6 )alkyl;R  4 is H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  t O(C  1 -C  6 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , (CR  a R  b )  r R  15 , —SO  2 R  15 or —(CR  a R  b )  q -phenyl, wherein the phenyl moiety is optionally substituted with from one to five independently selected R  16 ;each r is independently an integer from 2 to 5;each t is independently an integer from 1 to 6;R  5 and R  9 are each independently H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  t O(C  1 -C  5 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r R  15 or —SO  2 R  15 ;R  6 is H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  q O(C  1 -C  6 alkyl), —(CR  a R  b )  q S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r R  15 or —SO  2 R  15 ;R  7 is (C  1 -C  6 )alkyl, (C  2 -C  6 )alkenyl, (C  2 -C  6 )alkynyl, —(CR  a R  b )  q O(C  1 -C  6 alkyl), —(CR  a R  b )  q S(C  1 -C  6 alkyl), (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r C(S)R  15 , —(CR  a R  b )  r R  15 or —SO  2 R  15 ;or R  7 is phenyl, pyridyl, phenyl-Z  1 - or pyridyl-Z  1 - optionally substituted with one to five independently selected R  12 ;Z  1 is —SO  2 — or —(CR  a R  b )  v —;v is independently an integer from 1 to 6;wherein the alkyl or cycloalkyl moiety of the foregoing R  6 and R  7 groups are optionally substituted independently with 1 to 3 substituents independently selected from halo, cyano, nitro, trifluoromethyl, trifluoromethoxy, azido, —OR  15 , —C(O)R  15 , —C(O)OR  15 , —OC(O)R  15 , —NR  14 C(O)R  15 , —C(O)NR  a R  14 , —NR  a R  14 , and —NR  14 OR  15 , C  1 -C  6 alkyl, C  2 -C  6 alkenyl, and C  2 -C  6 alkenyl; andR  10 is phenyl, phenyl-Z  2 -, wherein the phenyl moiety is optionally substituted with one to five independently selected R  13 ;Z  2 is —S(O)  j —, —O—, —(CR  a R  b )  w —, or —(O)  k (CR  a R  b )  w (O)  k (CR  a R  b )  q —;w is independently an integer from 1 to 6;each k is independently 0 or 1;or R  10 is OR  17 , wherein R  17 is (C  1 -C  6 )alkyl, (C  1 -C  6 )alkoxy(C  1 -C  6 )alkyl, mono-, di- or tri-halo(C  2 -C  6 )alkyl, perfluoro(C  2 -C  4 )alkyl, trifluoromethyl(C  1 -C  5 )alkyl, hydroxy(C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl(CR  9 R  b )  q —, (C  2 -C  6 )alkenyl, or (C  2 -C  6 )alkynyl;each R  14 is independently H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  t O(C  1 -C  6 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , (CR  a R  b )  t R  15 or —SO  2 R  15 ;each R  15 is independently H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, trifluoromethyl, trifluoromethyl(C  1 -C  5 )alkyl, wherein the alkyl, moieties of the foregoing R  15 groups are independently optionally substituted with 1 to 3 substituents independently selected from C  1 -C  6 alkyl, C  1 -C  6 alkoxy, amino, hydroxy, halo, cyano, nitro, trifluoromethyl and trifluoromethoxy;and wherein any of the above “alkyl”, “alkenyl” or “alkynyl” moieties comprising a CH  3 (methyl), CH  2 (methylene), or CH (methine) group which is not substituted with halogen, SO or SO  2 , or attached to a N, O or S atom, optionally bears on said methyl, methylene or methine group a substituent selected from the group consisting of halo, —OR  a , —SR  a and —NR  a R  b .	The invention relates to triamide MTP/ApoB inhibitors of the formula 1  1 -R  8 are as defined in the specification, as well as pharmaceutical compositions and uses thereof, and processes for preparing the compounds. The compounds of the invention are useful for the treatment of obesity and lipid disorders.	abb
6960601	Preparation and use of imidazole derivatives for treatment of obesity	1. A compound 1-(4-chlorophenyl)-2-(2-chlorophenyl)-N-(1-piperidinyl)-5-ethyl-1H-imidazole-4-carboxamide, and pharmaceutical salts thereof.	This invention relates to substituted imidazole derivatives which have been found to suppress appetite and induce weight loss. The invention also provides methods for synthesis of the compounds, pharmaceutical compositions comprising the compounds, and methods of using such compositions for inducing weight loss and treating obesity and obesity-related disorders.	aab
6964983	Compounds that modulate PPAR activity and methods for their preparation	1. A compound of formula (I):and pharmaceutically acceptable salts thereof, wherein:  X  0 is S; X  1 is absent, O, S, —CH  2 —, —CH  2 —CH  2 —, CH&#x2550;CH    Ar  1 and Ar  2 are each independently unsubstituted or substituted phenyl or heteroaryl, provided that Ar  1 is not thiazolyl or oxazolyl;  is absent;  R  1 and R  2 together with the atoms to which they are attached form a five to eight member ring;    R  3 and R  4 are selected from hydrogen, lower alkyl, lower alkoxy, haloalkyl, —O—(CH  2 )  m CF  3 , halogen, nitro, cyano, —OH, —SH or —CF  3 ;    m is 0 to 5;    q is 0 to 1; and    r is 0 to 1.	This invention discloses compounds that alter PPAR activity. The invention also discloses pharmaceutically acceptable salts of the compounds, pharmaceutically acceptable compositions comprising the compounds or their salts, and methods of using them as therapeutic agents for treating or preventing disipidemia, hypercholesteremia, obesity, eating disorders, hyperglycemia, atherosclerosis, hypertriglyceridemia, hyperinsulinemia and diabetes in a mammal as well as methods of supressing appetite and modulating leptin levels in a mammal. The present invention also discloses methods for making the disclosed compounds.	abd
6979692	Triamide-substituted heterobicyclic compounds	1. A compound of formula 1bor a pharmaceutically acceptable salt thereof, wherein:  R  1 is substituted at the 5 or 6 position of formula 1b and has the structure:    m is an integer from 0 to 5;    n is an integer from 0 to 3;    p is an integer from 0 to 3;    L is —C(O)N(R  9 )—;    X  1 is N(R  4 );    X  2 is C(R  c );    R  2 , R  8 , R  11 , R  12 , R  13 and R  16 are each independently selected from halo, cyano, nitro, azido, amino, hydroxy, (C  1 -C  6 )alkyl, (C  2 -C  6 )alkoxy, methoxy, (C  1 -C  6 )alkoxy(C  1 -C  6 )alkyl, mono-, di- or tri-halo(C  2 -C  6 )alkyl, perfluoro(C  2 -C  4 )alkyl, trifluoromethyl, trifluoromethyl(C  1 -C  5 )alkyl, mono-, di- or tri-halo(C  2 -C  6 )alkoxy, trifluoromethyl(C  1 -C  5 )alkoxy, (C  1 -C  6 )alkylthio, hydroxy(C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl(CR  a R  b )  q —, (C  2 -C  6 )alkenyl, (C  2 -C  6 )alkynyl, (C  1 -C  6 )alkylamino-, (C  1 -C  6 )dialkylamino, amino(C  1 -C  6 )alkyl-, —(CR  a R  b )  q NR  a R  14 , —C(O)NR  a R  14 , —NR  14 C(O)R  15 , —NR  14 OR  15 , —CH&#x2550;NOR  15 , —NR  14 C(O)OR  15 , —NR  14 S(O)  j R  15 , —C(O)R  15 , —C(S)R  15 , —C(O)OR  15 , —OC(O)R  15 , —SO  2 NR  a R  14 , —S(O)  j R  15 , or —(CR  a R  b )  q S(O)  j R  15 ;    each R  a and R  b is independently H or (C  1 -C  6 )alkyl;    R  c is H or R  11 ;    each q is independently an integer from 0 to 6;    each j is independently 0, 1 or 2;    R  3 is H, halo, (C  1 -C  6 )alkyl, or mono-, di- or tri-halo(C  1 -C  6 )alkyl;    R  4 is H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  t O(C  1 -C  6 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r R  15 , —SO  2 R  15 or —(CR  a R  b )  q -phenyl, wherein the phenyl moiety is optionally substituted with from one to five independently selected R  16 ;    each r is independently an integer from 2 to 5;    each t is independently an integer from 1 to 6;    R  5 and R  9 are each independently H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  t O(C  1 -C  6 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r R  15 or —SO  2 R  15 ;    R  6 is H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  q O(C  1 -C  6 alkyl), —(CR  a R  b )  q S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  r R  15 or —SO  2 R  15 ;    R  7 is pyridyl or pyridyl-Z  1 - optionally substituted with one to five independently selected R  12 ;    Z  1 is —SO  2 — or —(CR  a R  b )  v —;    v is independently an integer from 1 to 6;    R  10 is phenyl, pyridyl, phenyl-Z  2 - or pyridyl-Z  2 -, wherein the phenyl or pyridyl moiety is optionally substituted with one to five independently selected R  13 ;    Z  2 is —S(O)  j —, —O—, —(CR  a R  b )  w —, or —(O)  k (CR  a R  b )  w (O)  k (CR  a R  b )  q —;    w is independently an integer from 1 to 6;    each k is independently 0 or 1;    or R  10 is OR  17 , wherein R  17 is (C  1 -C  6 )alkyl, (C  1 -C  6 )alkoxy(C  1 -C  6 )alkyl, mono-, di- or tri-halo(C  2 -C  6 )alkyl, perfluoro(C  2 -C  4 )alkyl, trifluoromethyl(C  1 -C  5 )alkyl, hydroxy(C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl(CR  a R  b )  q —, (C  2 -C  6 )alkenyl, or (C  2 -C  6 )alkynyl;    each R  14 is independently H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, —C(O)R  15 , —C(S)R  15 , —(CR  a R  b )  t O(C  1 -C  6 alkyl), —(CR  a R  b )  t S(C  1 -C  6 alkyl), —(CR  a R  b )  r C(O)R  15 , —(CR  a R  b )  t R  15 or —SO  2 R  15 ;    each R  15 is independently H, (C  1 -C  6 )alkyl, (C  3 -C  8 )cycloalkyl, trifluoromethyl, trifluoromethyl(C  1 -C  5 )alkyl, wherein the alkyl, moieties of the foregoing R  15 groups are independently optionally substituted with 1 to 3 substituents independently selected from C  1 -C  6 alkyl, C  1 -C  6 alkoxy, amino, hydroxy, halo, cyano, nitro, trifluoromethyl and trifluoromethoxy;    and wherein any of the above “alkyl”, “alkenyl” or “alkynyl” moieties comprising a CH  3 (methyl), CH  2 (methylene), or CH (methine) group which is not substituted with halogen, SO or SO  2 , or attached to a N, O or S atom, optionally bears on said methyl, methylene or methine group a substituent selected from the group consisting of halo, —OR  a , —SR  a and —NR  a R  b .	The invention relates to triamide MTP/ApoB inhibitors of the formula 1  1 -R  8 are as defined in the specification, as well as pharmaceutical compositions and uses thereof, and processes for preparing the compounds. The compounds of the invention are useful for the treatment of obesity and lipid disorders.	abb
7034004	Peptides and methods for the control of obesity	1. A peptide derivative having the formula:    1 -Z-Q-arg-trp-NH  2 ,  wherein:  X  1 is an acyl group,    Z is amino-2-naphthyl-carboxylic acid or histidine,    Q is p-iodo-(D)phenylalanine,    or a pharmacologically acceptable salt, or complex thereof, said peptide derivative having melanocortin-4 receptor agonist activity.	The subject invention provides novel peptides for use in treating mammals to control appetite and obesity. Disclosed is a peptide derivative having the formula:  1 -Z-Q-arg-trp-NH  12         wherein: X  1 is an acyl group, Z is amino-2-naphthyl-carboxylic acid or histidine, Q is (D)phenylalanine or p-iodo-(D)phenylalanine, or a pharmacologically acceptable salt, complex or derivative thereof, the peptide derivative having melanocortin-4 receptor agonist activity.	aab
7041280	Aryl boronate functionalized polymers for treating obesity	1. A polymer comprising one or more pendent groups represented by a structural formula selected from:or a pharmaceutically acceptable salt of said polymer, wherein Ar is a substituted or unsubstituted aryl group; and each Z is —NH—, —O— or —S— and is independently selected, and wherein at least one is —NH— or —S—.	Disclosed are polymers comprising one or more phenyl boronate ester, boronamide or boronate thioester groups. The phenyl boronate ester, boronamide and boronate thioester groups are represented by one of the following structural formulas:Ar in Structural Formulas (I) and (II) is substituted or unsubstituted; and each Z is —O—, —NH— or —S— and is independently selected. Pharmaceutically acceptable salts of the polymer are also included. The aryl boronate ester, boronamide or boronate thioester can be cleaved to release the corresponding aryl boronic acid.Also disclosed are pharmaceutical compositions comprising the polymers of the present invention and a pharmaceutically acceptable carrier or diluent; and methods of treating a subject for obesity with the polymers of the present invention.	aba
7048917	Fat-binding polymers	1. A method of treating obesity in a mammal comprising the step of orally administering to the mammal an effective amount of at least one lipase inhibitor and a fat binding polymer, salt, or copolymer thereof, characterized by a repeat unit having the formula:wherein R5=H, or an alkyl chain from C  1 to C  22 .	The present invention relates to a method for treating obesity, a method for reducing the absorption of dietary fat, and a method for treating hypertriglyceridemia in a patient and to particular polymers for use in the methods or in a manufacture of a medicament. The methods comprise the step of orally administering to a mammal, such as a human, a therapeutically effective amount of one or more fat-binding polymers. The administration of the fat-binding polymer of the invention facilitates the removal of fat from the body prior to digestion, with minimal side effects and low toxicity. In a preferred embodiment, the one or more fat-binding polymers are administered in combination with one or more lipase inhibitors, for example, lipstatin and tetrahydrolipstatin.	aba
7049304	Aryl boronic acids for treating obesity	20. The method of claim 1, wherein the condition is Type II diabetes mellitus.	Disclosed is a phenyl boronic acid compound represented by Structural Formula (I):Ar is a substituted or unsubstituted aryl group.        Z and Z′ are independently —O—. —NH— or —S—.   X is an electron withdrawing group.   R is a substituted or unsubstituted straight chained hydrocarbyl group optionally comprising one or more amine, ammonium, ether, thioether or phenylene linking groups and Y is —H, an amine, —[NH—(CH  2 )  q ]  r —NH  2 , halogen, —CF  3 , thiol, ammonium, alcohol, —COOH, —SO  3 H, —OSO  3 H or phosphonium group covalently bonded to the terminal position of R. Each —NH— in —[NH—(CH  2 )  q ]  r —NH  2 is optionally N-alkylated or N,N-dialkylated and —NH  2 in —[NH—(CH  2 )  q ]  r —NH  2 is optionally N-alkylated, N,N-dialkylated or N,N,N-trialkylated.   q is an integer from 2 to about 10 and r is an integer from 1 to about 5.   R  1 and R  1′  are independently —H, an aliphatic group, a substituted aliphatic group, an aryl group or a substituted aryl group, or, taken together, are a C2–C5 substituted or unsubstituted alkylene group optionally comprising an amine linking group [—N  + (R  1a )—].  1 is Structural Formula (I) is preferably —H.   R  1a is —H, alkyl, substituted alkyl, phenyl or substituted phenyl.    Also disclosed is a method of treating obesity in a subject by administering an effective amount of a compound represented by Structural Formula (I) and a pharmaceutical composition comprising the compound and a pharmaceutically acceptable carrier or diluent.	aba
7049445	Bicyclic compounds	1. A compound of the general formula (II):or a salt thereof,wherein  W represents a hydrogen atom or an amino-protecting group;    R  5 and R  6 may be the same or different and each independently represents a hydrogen atom, an alkyl group containing from 1 to 6 carbon atoms, an optionally substituted phenyl group or an optionally substituted benzyl group, provided that R  5 and R  6 do not represent a hydrogen atom at the same time;    X represents NH;    Y represents an oxygen atom, NR  7 , a sulfur atom, a methylene group or a bond; and    R  7 represents a hydrogen atom, an alkyl group containing from 1 to 6 carbon atoms, or an acyl group containing from 1 to 6 carbon atoms.	Compounds of the general formula (I):  1 is hydrogen, hydroxyl or halogen; R  2 is NHSO  2 CH  3 , SO  2 NHCH  3 or the like; R  5 and R  6 each independently is hydrogen, C  1-6 alkyl, optionally substituted phenyl or optionally substituted benzyl; X is NH, sulfur, oxygen or methylene; Y is oxygen, NR  7 , sulfur, methylene or a bond; and *0@ represents an asymmetric carbon atom. The compounds are useful as a medicine for treating or preventing diabetes, obesity, hyperlipidemia, digestive diseases, depression or urinary disturbances.	abc
7053075	Methods for reducing body fat using vitamin D compounds	1. A method of treating obesity comprising administering to a patient in need thereof a therapeutically effective amount of a vitamin D compound comprising 2-methylene-19-nor-(20S) 1 α,25 dihydroxyvitamin D  3 .	A treatment for obesity and overweight comprises administering a vitamin D analog. The analog effectively inhibits an increase in body fat to animals at risk and decreases the basal fat content of animals. The treatment has a positive effect on the lean body component such that while there is an overall decrease in body weight, there is also a decrease in percent body fat. This decrease can be proportionally greater than the overall decrease in body weight. In addition, the treatment has a positive effect on bone turnover and osteogenesis making the vitamin D analog a beneficial treatment for the symptoms of menopause. Various exemplary embodiments of the treatment use the 2-alkylidene derivatives of vitamin D  3 , such as the 2-alkylidene-19-nor derivatives in both the R and S configurations at carbon-20.	abd
7056949	Oil/fat composition	1. An oil/fat composition comprising 5 to 99.9 wt. % of a monoglyceride mixture having, as a fatty acid constituent thereof, 15 to 90 wt. % of an ω 3-unsaturated fatty acid having less than 20 carbon atoms, 1 to 80 wt. % of an ω 9-unsaturated fatty acid and 2 to 50 wt. % of an ω 6-unsaturated fatty acid; and 0.1 to 49.9% of a diglyceride, wherein the weight ratio of the diglyceride to the monoglyceride is less than 1 and a content of polyunsaturated fatty acids having at least 4 carbon-to-carbon double bonds is 20 wt. % or less of all the fatty acid constituents.	An oil/fat composition comprising 5 to 99.9 wt. % of a monoglyccride having, as fatty acid constituents thereof, 15 to 90 wt % of an ω 3-unsaturated fatty acid having less than 20 carbon atoms, 1 to 80 wt. % of an ω 9-unsaturated fatty acid and 2 to 50 wt. % of an ω 9-unsaturated fatty acid; and 0.1 to 49.9 wt. % of a diglyceride, wherein a weight ratio of the diglyceride to the monoglyceride is less than 1 and the content of a polyunsaturated fatty acid having at least 4 carbon-to-carbon double bonds is 20% or less in all the fatty acid constituents. The oil/fat composition according to the present invention has excellent processing properties, good taste and excellent lowering action against glutamic oxaloacetic transaminase (GOT) and glutamic pyruvic transaminase (GPT) levels in blood. It is useful not only for pharmaceuticals but also for preventive or remedial foods of feeds effective for hepatic function disturbances or obesity.	abb
