patent_id	title	claim	abstract	class
6208704	Production of RADIOISOTOPEs with a high specific activity by isotopic conversion	1. A method of producing a product isotope by isotopic conversion reaction comprising:    providing a target;  directing an electron beam having intensity of at least 50 microamps/cm 2 onto a converter to generate a photon beam having photons of energy of at least 8 MeV; and  directing the photon beam onto the target to isotopically convert at least a portion of the target to the product isotope.	An apparatus, and method, are disclosed for producing a high specific activity of a RADIOISOTOPE in a single increment of target material, or sequentially within in-series increments of target material, by exposing a targeted isotope in the target material to a high energy photon beam to isotopically convert the targeted isotope. In particular, this invention is used to produce a high specific activity of Mo 99, of at least 1.0 Ci/gm or preferably at least about 10.0 Ci/gm, from Mo 100 .	2AC
6222896	Production of 186Re, 188Re and other radionuclides via inorganic Szilard-Chalmers process	1. A solid target suitable for use in producing  186 Re via a (n,γ) Szilard-Chalmers reaction, the target comprising    a target layer formed on a surface of a substrate, the target layer comprising an inorganic rhenium compound and having a projected thickness of not more than about 150 nm, the compound including a  t Re target nuclide in an oxidation state of not more than +6, where t is 185 for producing  186 Re.	Methods for the production of radionuclides suitable for use in radiopharmaceuticals for diagnostic and therapeutic applications, and specifically, to the production of  186 Re,  188 Re and other radionuclides such as  195m Pt and  198 Au using an inorganic Szilard-Chalmers reaction. Thin-film and powdered  185 or 187 Re o metal targets, and  185 or 187 Re oxide/metal oxide target compositions with rhenium in a lower, relatively reduced oxidation state are prepared. The thin-film rhenium targets are aged for at least about 24 hours and then irradiated with neutrons in the present of an oxidizing medium sufficient to form a product nuclide in the higher oxidized state of perrhenate, ReO 4  - . Significantly, the rate and/or extent of oxidation of target nuclides which do not react with a neutron is controlled. For example, oxidation of such non-bombarded target nuclides is minimized by irradiating under vacuum, controlling the amount of oxidizing agent present, cooling during irradiation, etc. The product nuclide is recovered by dissolving the perrhenate in a non-oxidizing solvent such as water or saline.	2AB
6299666	Method for producing Ac-225 by irradiation of Ra-226 with protons	1. A method for producing Actinium-225, comprising the steps of preparing a target (1) containing Radium-226, of irradiating this target with protons in a cyclotron and of chemically separating Actinium from the irradiated target material, wherein the proton energy in the cyclotron is adjusted such that the energy incident on the Ra-226 is between 10 and 20 MeV.	This invention refers to a method for producing Actinium-225, comprising the steps of preparing a target (1) containing Radium-226, of irradiating this target with protons in a cyclotron and of chemically separating Actinium from the irradiated target material thereafter. According to the invention the proton energy in the cyclotron is adjusted such that the energy incident on the Ra-226 is between 10 and 20 MeV, preferably between 9 14 and 17 MeV. By this means the yield of production of the desired isotope Ac-225 is enhanced with respect to other RADIOISOTOPEs.	2AC
6337055	Inorganic sorbent for molybdenum-99 extraction from irradiated uranium solutions and its method of use	1. A method for extracting molybdenum-99 from fission products produced in a uranyl sulfate homogeneous solution nuclear reactor, the method comprising:    pumping the uranyl sulfate solution through a column containing an inorganic sorbent comprised of hydrated titanium dioxide containing 5 to 40 mole percent of zirconium hydroxide in the form of pellets of about 0.1 to 2 mm in size with a specific surface area of 100 to 350 m 2 /g until approximately 90 percent or more molybdenum-99 has been sorbed;  pumping compressed air through said inorganic sorbent column to force out residual uranyl sulfate solution;  pumping distilled water through the inorganic sorbent column to wash out residual uranyl sulfate solution;  washing said column with a sulfuric acid solution of approximately 0.1 M concentration, whereby any traces of uranium hydroxide precipitate are removed;  washing said inorganic sorbent column with an approximate 1.0 M nitric acid solution to desorb traces of uranium from the sorbent; and  desorbing the molybdenum-99 from the sorbent by passing an approximate 3 to 5 M ammonia solution through said inorganic sorbent column.	A high radiation resistant inorganic sorbent is used for the extraction of Mo-99 from the fission byproducts of a uranyl sulfate nuclear-fueled homogeneous-solution nuclear reactor. The sorbent is a composition of hydrated titanium dioxide combined with 5 to 40 mole percent zirconium hydroxide formed into pellets and saturated with an isotope composition of uranium.	2AB
6359952	Target grid assembly	1. A target grid assembly for employment in a target assembly used to produce RADIOISOTOPEs by bombarding a target material contained in the target assembly with a particle beam, the target assembly further including a target body defining a target reservoir for receiving the target material and a target window for sealing the target reservoir, said target grid assembly comprising:    a vacuum window;  a target grid defining a target grid portion, a helium input and a helium output, said target grid portion defining a plurality of target grid supports which are configured to form a plurality of target grid oblong openings, said target grid portion defining an upstream side and a downstream side, said vacuum window being positioned against said upstream side, the target window being supported between said downstream side and the target body, a helium space being defined by said plurality of target grid oblong openings between said vacuum window and the target window and being configured such that helium is injectable into said helium space via said helium input and extractable from said helium space via said helium output; and  an interception grid positioned upstream of said vacuum window, said interception grid defining an interception grid portion which defines a plurality of interception grid supports, said interception grid supports being configured to form a plurality of interception grid oblong openings, said vacuum window being positioned between said interception grid supports and said target grid supports.	A target grid assembly for employment in a target assembly used to produce RADIOISOTOPEs by bombarding a target material contained in the target assembly with a particle beam. The target assembly includes the target grid assembly, the target window and a target body enclosed in a target housing. The target body defines a target reservoir for receiving the target material and the target window serves to seal the target reservoir. The target grid assembly includes a vacuum window and a target grid. The target grid defines a target grid portion, a helium input and a helium output. The target grid portion defines a plurality of target grid supports which are configured to form a plurality of target grid oblong openings. The vacuum window is supported against the upstream side of the target grid portion and the target window is supported between the downstream side and the target body. A helium space is defined by the plurality of target grid oblong openings between the target window and the vacuum window and is configured such that helium is injectable into the helium space via the helium input and extractable from the helium space via the helium output to form a helium cooling regime.	2AC
6433495	Device for fitting of a target in isotope production	1. A device for quick connection of a target arrangement for RADIOISOTOPE production to a cyclotron accelerator producing an ion beam for irradiating said target, comprising:    a target body consisting of a first target body portion, a second target body portion and a third target body portion, the first target body portion presenting a first target space for introduction of a target medium to be irradiated by the ion beam from the cyclotron accelerator,  a first separation window separating the first target space in the first target body portion from a second internal space portion in the second target body portion,  a second separation window separating the second internal space in the second target body portion from a third internal space in the third target body portion being in communication with the vacuum space of the cyclotron,  the third body portion forming a bayonet fitting fixable to a corresponding bayonet fitting, which is fixed to the cyclotron vacuum casing at a position for extracting the ion beam, whereby the corresponding bayonet fitting also constitutes an insulating member.	A device is disclosed for simple and quick disconnection of a target assembly at a cyclotron accelerator producing an ion beam irradiating the target assembly for PET RADIOISOTOPE production. The device consists of a target body presenting a target space for introduction of target media to be irradiated by the ion beam from the cyclotron accelerator. The target body is separated into three portions by means of two separation window foils. The first separation window separates the internal space of a first body portion from a further internal space portion of a second target body portion and the second separation window separates a further internal space of the second target body portion from an internal space of a third target body portion being in communication with the vacuum space of the cyclotron. This third body portion forms a bayonet fitting to a corresponding bayonet fitting fixed to the cyclotron vacuum casing at a position where the ion beam is extracted, whereby the corresponding bayonet fitting also constitutes an insulating member. The device can by a small twisting be quickly released from the vacuum casing of the cyclotron after the vacuum has been removed for necessary maintenance and service.	2AC
6444990	Multiple target, multiple energy RADIOISOTOPE production	1. An apparatus for producing particle beam pulses at a repetition rate greater than 100 Hz at multiple energy levels comprising a plurality of linear accelerators, each of said plurality of linear accelerators having an accelerator inlet and an accelerator outlet wherein said plurality of linear accelerators are positioned with an accelerator outlet of one linear accelerator connected to an accelerator outlet of a next linear accelerator to create a sequential array, and wherein each of said plurality of linear accelerators are individually pulsed to produce each of said multiple energy levels of said beam pulses, and wherein energy levels of each of the beam pulses vary between each of the beam pulses.	A multiple target array for receiving particles from a particle beam generator includes a particle beam transport path having a transport inlet and a transport outlet, the inlet receiving a particle beam from the particle beam generator. A kicker magnet is positioned along the particle beam transport path. The kicker magnet has an ON state and an OFF state and a kicker magnet inlet and a kicker magnet outlet. The array further includes a plurality of target paths, each of said target paths having a target inlet and terminating in a target. One of the target inlets is connected to the transport path adjacent to the kicker magnet outlet, and the particle beam in the transport path entering the kicker magnet inlet passes along the transport path through the kicker magnet outlet when the kicker magnet is in the OFF state, and the beam is directed to the target inlet when the kicker magnet is in the ON state.	2CA
6456680	Method of strontium-89 RADIOISOTOPE production	1. A method of extracting strontium-89 from a uranyl sulfate water solution fueled nuclear reactor, the method comprising:    operating said solution nuclear reactor whereby inert gaseous fission fragments are produced and migrate to the free volume above the solution surface, said gaseous fission fragments comprised of isotopes of beryllium, krypton and rubidium;  pumping said inert gaseous fission fragments through a first delaying device to achieve an approximate ten minute delay whereby krypton-90 is substantially depleted;  passing gas through a first filter to remove rubidium and strontium isotopes that were not precipitated in said first delaying device;  pumping remaining gas through a second delaying device to achieve an approximate thirty minute delay;  passing gas through a second filter to remove any remaining rubidium and strontium isotopes that were not precipitated out in said second delay device;  pumping remaining gas back to the reactor; and  extracting precipitated strontium-89 from said second delay device and from said second filter.	Inert gaseous fission products, including beryllium, rubidium, and krypton isotopes, resulting from the operation of a uranyl sulfate water solution nuclear reactor are passed through a delaying device to precipitate out strontium-90, then passed to a second delaying device to precipitate out the desired strontium-89.	2AA
6490330	Production of high specific activity copper -67	1. A process of producing essentially copper 64 -free copper 64 comprising:    irradiating an enriched zinc 70 target with protons of an energy from about 10 MeV to about 25 MeV to produce copper 67 ; and,  separating copper 67 from the irradiated target to yield an essentially copper 64 -free copper 67 product having a copper 64 to copper 67 ratio of less than 0.1 to 1.	A process for the selective production and isolation of high specific activity cu 67 from proton-irradiated enriched Zn 70 target comprises target fabrication, target irradiation with low energy (<25 MeV) protons, chemical separation of the Cu 67 product from the target material and radioactive impurities of gallium, cobalt, iron, and stable aluminum via electrochemical methods or ion exchange using both anion and cation organic ion exchangers, chemical recovery of the enriched Zn 70 target material, and fabrication of new targets for re-irradiation is disclosed.	2AC
6580084	Accelerator system	1. An accelerator system, comprising:    an ion source positioned in a pre-accelerator chamber shielding radiation for generating an ion beam;  pre-accelerator positioned in said pre-accelerator chamber for accelerating the ion beam generated by said ion source;  a RADIOISOTOPE producing unit positioned in a RADIOISOTOPE chamber shielding the radiation for irradiating a target with the ion beam accelerated by said pre-accelerator to produce a diagnositc RADIOISOTOPE;  a synchrotron positioned in a synchrotron chamber shielding the radiation, into which the ion beam accelerated by said pre-accelerator is injected and from which the ion beam is ejected after acceleration; and  a selector electromagnet for introducing the ion beam accelerated by said pre-accelerator means into either said RADIOISOTOPE producing unit or said synchrotron;  a first shielding shutter positioned in a first beam passage communicating between said selector electromagnet and said RADIOISOTOPE producing unit;  a second shielding shutter positioned in a second beam passage communicating between said selector electromagnet and and said synchrotron; and  an irradiation system positioned in an irradiation chamber shielding the radiation for irradiating an affected part of a cancer patient with the ion beam ejected from the synchrotron.	An accelerator system which can be implemented in a small size at low manufacturing cost and which can nonetheless ensure a high utilization efficiency of the ion beam. The system includes an ion source for generating an ion beam, pre-accelerators for accelerating the ion beam generated by the ion source, an RADIOISOTOPE producing unit for irradiating a target with the ion beam accelerated by the pre-accelerators for producing RADIOISOTOPEs, a synchrotron into which the ion beam accelerated by the pre-accelerators is injected and from which the ion beam is ejected after acceleration, and a selector electromagnet for introducing the ion beam accelerated by the pre-accelerators into either the RADIOISOTOPE producing unit or the synchrotron.	2AC
6586747	Particle accelerator assembly with liquid-target holder	1. A liquid-target holding assembly for use with a particle accelerator and a liquid target to form a RADIOISOTOPE, the particle accelerator provides a particle beam along a beam axis, comprising:    a mounting portion attachable to the particle accelerator, the mounting portion having a portion configured to receive the particle beam therethrough; and  a liquid-target holder connected to the mounting portion, the liquid-target holder having a holder body with a target cavity therein sized to contain the selected liquid target therein, the target cavity having a longitudinal axis oriented at an acute angle relative to the particle beam, the target cavity having a first depth along an axis perpendicular to the longitudinal axis, and having a projected depth along the beam axis greater than the first depth, the holder body being a chemically inert material unreactive with the liquid target, the RADIOISOTOPE, or a reaction byproduct from the irradiation of the liquid target.	A particle accelerator assembly with a liquid-target holding assembly usable to produce RADIOISOTOPEs in liquid targets. A particle accelerator is configured to produce a particle beam along a beam axis, and the liquid-target holding assembly connected to the particle accelerator. The liquid-target retaining assembly has a mounting portion coupled to the particle accelerator, and the mounting portion is configured to receive the particle beam therethrough. A liquid-target holder is connected to the mounting portion and has a holder body with a target cavity that contains a liquid target therein. The target cavity has a longitudinal axis oriented at an acute angle relative to the particle beam axis. The target cavity has a first depth along an axis perpendicular to the longitudinal axis and has a projected depth along the beam axis greater than the first depth. The holder body is a chemically inert material unreactive to the liquid target, the produced RADIOISOTOPEs, or reaction byproducts from the irradiation of the liquid target therein.	2AC
6638490	Production of high specific activity copper-67	1. A high specific activity copper 67 product produced by the process comprising irradiating an enriched zinc 70 target with protons of an energy from about 10 MeV to about 25 MeV to produce copper 67 ; and,    separating copper 67 from the irradiated target to yield an essentially copper 64 -free copper 67 product having a copper 64 to copper 67 ratio of less than 0.1 to 1.	A process for the selective production and isolation of high specific activity Cu 67 from proton-irradiated enriched Zn 70 target comprises target fabrication, target irradiation with low energy (<25 MeV) protons, chemical separation of the Cu 67 product from the target material and radioactive impurities of gallium, cobalt, iron, and stable aluminum via electrochemical methods or ion exchange using both anion and cation organic ion exchangers, chemical recovery of the enriched Zn 70 target material, and fabrication of new targets for re-irradiation is disclosed.	2AC
6678344	Method and apparatus for producing RADIOISOTOPEs	1. A method of optimizing the production of Pu-238 in a nuclear reactor having a series of fuel cells comprising the steps of:    providing a target cell array having a central series of target rods filled with Np-237 surrounded by at least three circles of water filled rods for location inside the nuclear reactor with the remaining fuel cells of the reactor surrounding the water filled rods of the target cell array;  replacing a centrally located series of fuel cells of the reactor with the target cell array during the reactor shutdown or refueling cycle to allow the target rods to optimize the production of Pu-238 while minimizing the production of other unwanted irradiation by-products during the normal operation of the reactor; and  removing the target cell array during the next reactor shutdown or refueling cycle.	A method and apparatus for optimizing the production of Pu-238 in a nuclear reactor during normal reactor operation is disclosed wherein the production of Pu-238 is confined to one or more selectively replaced fuel cells with target cells located in the inside of the active volume of the reactor core to maximize the neutron flux for target irradiation. The target cells are modified existing nuclear fuel assembly cells having some fuel rods replaced with target rods of Np-237 forming a cluster array and having rings of water filled rods surrounding the target cluster to produce the desired optimal Pu-238 production.	2AB
6706251	Colloid for scintigraphy	1. A method of preparing a radiopharmaceutical composition comprising the steps of:    (a) providing reagents to produce a radiolabeled sulfur colloid;  (b) providing a reagent that reduces the size of the radiolabeled sulfur colloid comprising a source of thiol or its equivalent; and  (c) mixing (a) and (b) and reacting under conditions to produce a radiolabeled sulfur colloid.	A new formulation of Tc-99m colloid is described. The new colloid contains a high ratio of perrhenate to thiosulphate, cysteine, and a prepared higher final pH than found previously. In preparing the colloid preferred rhenium sulfide is not used as an ingredient. The pH of the final formulation and can be between about 5.5 an about 8.0, and the ratio of rhenium to sulfur is from about 0.05 to about 1.2. In addition, the new colloid has excellent radiochemical purity, and a much smaller particle size distribution than has generally been previously available for sulfur colloid preparations.	2AB
6716353	Method for preparing high specific activity 177Lu	1. A method of separating lutetium from a solution containing Lu and Yb comprising the steps of:    a. providing a chromatographic separation apparatus containing HDEHP;  b. loading said apparatus with a solution containing Lu and Yb; and  c. eluting said apparatus to chromatographically separate said Lu and said Yb.	A method of separating lutetium from a solution containing Lu and Yb, particularly reactor-produced  177 Lu and  177 Yb, includes the steps of: providing a chromatographic separation apparatus containing LN resin; loading the apparatus with a solution containing Lu and Yb; and eluting the apparatus to chromatographically separate the Lu and the Yb in order to produce high-specific-activity  177 Yb.	2BB
6773686	Process for the purification and concentration of radiodide isotopes	1. Process for the purification of RADIOISOTOPEs wherein the isotopes are dissolved in a dilute acidic solution and adsorbed on the surface of a metal selected from the group consisting of platinum, palladium and nickel whereby the isotopes are selectively desorbed by elution with an eluent in the presence of hydrogen gas.	Process for the purification and concentration of isotopes which isotopes are dissolved in a dilute acidic solution and adsorbed on an (optionally) activated surface of a d  10 -metal whereby the isotopes are selectively desorbed by elution whereby in situ reduction of oxidation products is achieved and an apparatus for performing said process.	2AD
6774532	Self-powered microthermionic converter	1. A self-powered microthermionic converter comprising:an emitter electrode;a collector electrode separated from said emitter electrode a micron-scale interelectode gap;a self-powered thermal power source in thermal contact with said emitter electrode;means for removing electrons emitted by the emitter electrode; andmeans for returning the emitted electrons to the collector electrode;wherein said interelectrode gap is less than about 10 μm.	A self-powered microthermionic converter having an internal thermal power source integrated into the microthermionic converter. These converters can have high energy-conversion efficiencies over a range of operating temperatures. Microengineering techniques are used to manufacture the converter. The utilization of an internal thermal power source increases potential for mobility and incorporation into small devices. High energy efficiency is obtained by utilization of micron-scale interelectrode gap spacing. Alpha-particle emitting RADIOISOTOPEs can be used for the internal thermal power source, such as curium and polonium isotopes.	2AC
6787042	Automated radionuclide separation system and method	1. A gas-free system for separating substantially impurity-free radioactive daughter product from an associated radioactive parent load solution, the system comprising:a pump;a first multi-port valve having at least two ports, a first port of the first multi-port valve being in flow communication with the pump;a second multi-port valve including at least four ports, a first port of the second multi-port valve being in flow communication with the associated parent load solution, a second port of the second multi-port valve being in flow communication with an associated strip solution, and a third port of the second multi-port valve being in flow communication with the first multi-port valve, and a fourth port;a separator being in flow communication with the fourth port of the second multi-port valve;a third multi-port valve including at least two ports, a first port of the third multi-port valve being in flow communication with the separator opposite the fourth port of the second multi-port valve, and a second port of die third multi-port valve being in flow communication with an associated product vessel;a conduit extending between a third port of the second multi-port valve and the first multi-port valve; anda processor operatively coupled to the pump, first multi-port valve, the second multi-port valve, and the third multi-port valve.	A gas-free system for separating a solution of substantially impurity-free daughter products from an associated parent load solution includes a pump, a plurality of multi-port valves, separation medium and a processor. An uncoiled conduit extends between a third port of a second multi-port valve and a first multi-port valve. A processor is operably coupled to a pump, and the plurality of multi-port valves. A method for separating a solution of substantially impurity-free daughter product from an associated parent load solution is also disclosed.	2DB
6852296	Production of ultrapure bismuth-213 for use in therapeutic nuclear medicine	1. A method for producing a solution of trivalent bismuth-213 daughter radionuclide ions that is substantially free of divalent radium-225 and trivalent actinium-225 parent and other daughter radionuclide ion impurities comprising the steps of:(a) contacting an aqueous acidic parent-daughter radionuclide ion solution containing trivalent bismuth-213 daughter radionuclide ions with a separation medium having a high affinity for the bismuth-213 daughter radionuclide and a low affinity for the parent and other daughter radionuclides, said separation medium comprising a phosphorus-containing extractant having a phosphoryl bond and the remaining bonds from phosphorus are to one or more of (i) a carbon atom of a C  1 -C  10 alkyl group, a benzyl group, a carboxamido C  1 -C  6 alkyl group whose amido nitrogen atom has the formula —NR  1 R  2 and a phenyl group, (ii) a polymer backbone, (iii) an O—R  1 group wherein R  1 is a hydrido group, a C  1 -C  10 alkyl group, a phenyl group or a benzyl group, (iv) a —NR  1 R  2 group, and (v) a divalent radical selected from the group consisting of an imino group, a C  1 -C  10 cyclic or acyclic hydrocarbylene group, a phenylene group and a xylylene group, where each of the R  1 and R  2 groups is the same or different and is as defined for R  1 , and maintaining that contact for a time period sufficient for said bismuth-213 ions to be bound by the separation medium to form bismuth-213-laden separation medium and a daughter-depleted parent-daughter solution;(b) removing the daughter-depleted parent-daughter solution from the separation medium; and(c) stripping the daughter radionuclide from the daughter-laden separation medium with an aqueous solution to form an aqueous solution of trivalent bismuth-213 daughter radionuclide ions that is substantially free of divalent radium-225 and trivalent actinium-225 parent and other daughter radionuclide ion impurities.	A multicolumn selectivity inversion generator has been developed in which bismuth-213 is selectively extracted from an HCl solution of the actinium-225 parent (and its radiogenic descendents) by a primary separation column containing a separation medium containing a neutral oxygenated organophosphorus extractant. After rinsing with dilute HCl, the bismuth-213 is stripped with a buffered NaCl solution. The stripped solution is passed through a cation-exchange resin guard column that retains the actinium-225 and radium-225 contaminants while the bismuth-213 elutes. This generator method minimizes the unpredictable effects of radiation damage to the support material and permits the reliable production of bismuth-213 of high chemical and radionuclidic purity.	2AD
6908598	Rubidlum-82 generator based on sodium nonatitanate support, and improved separation methods for the recovery of strontium-82 from irradiated targets	1. A process for preparing a rubidium-82 generator, comprising:(a) preparing sodium nonatitanate from titanium isopropoxide and aqueous sodium hydroxide;(b) heating the sodium nonatitanate at a temperature between 100° C. and 250° C. for a period between 12 hours and 2 weeks; and(c) absorbing strontium-82 on the sodium nonatitanate from an aqueous solution comprising strontium-82 and sodium chloride, wherein the sodium chloride concentration is between 0.1 and 1 molar.	Sodium nonatitanate compositions, a method using the composition for recovery of 82Sr from irradiated targets, and a method using the composition for generating 82Rb. The sodium nonatitanate materials of the invention are highly selective at separating strontium from solutions derived from the dissolution of irradiated target materials, thus reducing target processing times. The compositions also have a very low affinity for rubidium, making it an ideal material for use as a 82Rb generator. Sodium nonatitanate materials of this type both improve the recovery of 82Sr and provide a safer, more effective 82Rb generator system.	2AD
6917044	High power high yield target for production of all RADIOISOTOPEs for positron emission tomography	1. A target system for confining a material sample to be irradiated with a beam of charged particles for producing a RADIOISOTOPE, the system comprising:a body having a substantially enclosed chamber for confining a material sample to be irradiated with a beam of charged particles;means mounted within the body for heating, when desired, the material sample to an elevated temperature;means associated with the body for preventing the body from exceeding a preselected temperature.	A high power high yield target for the positron emission tomography applications is introduced. For production of Curie level of Fluorine-18 isotope from a beam of proton it uses about one tenth of Oxygen-18 water compared to a conventional water target. The target is also configured to be used for production of all other RADIOISOTOPEs that are used for positron emission tomography. When the target functions as a water target the material sample being oxygen-18 or oxygen-16 water is heated to steam prior to irradiation using heating elements that are housed in the target body. The material sample is kept in steam phase during the irradiation and cooled to liquid phase after irradiation. To keep the material sample in steam phase a microprocessor monitoring the target temperature manipulates the flow of coolant in the cooling section that is attached to the target and the status of the heaters and air blowers mounted adjacent to the target. When the target functions as a gas target the generated heat from the beam is removed from the target by air blowers and the cooling section. The rupture point of the target window is increased by a factor of two or higher by one thin wire or two parallel thin wires welded at the end of a small hollow tube which is held against the target window. One or two coils are used to produce a magnetic filed along the beam path for preventing the density depression along the beam path and suppression of other instabilities that can develop in a high power target.	2AA
6972414	Method and apparatus for production of 213Bi from a high activity 225Ac source	1. An apparatus for the production and purification of a  213 Bi RADIOISOTOPE from an  225 Ac RADIOISOTOPE source comprising:  a. a compatible solvent,    b. a primary column having an inlet, an outlet, and a primary sorbent which preferentially retains  225 Ac over  213 Bi when exposed to said compatible solvent,    c. a secondary column having an inlet and an outlet, said inlet in communication with the outlet of said primary column, said secondary column further having a secondary sorbent which retains  213 Bi when exposed to a mixture of said compatible solvent and  213 Bi.	A method and apparatus for isolating and purifying a  213 Bi radioactive isotope from an  225 Ac source using a primary column and a primary sorbent which preferentially retains  225 Ac over  213 Bi when exposed to a compatible solvent in combination with a secondary column having a secondary sorbent which retains  213 Bi when exposed to a mixture of the compatible solvent and  213 Bi. A “compatible solvent” is a solvent which will preferentially remove  213 Bi radioactive isotopes from a primary sorbent without removing  225 Ac radioactive isotopes, and then allow  213 Bi radioactive isotopes removed from the primary sorbent to be retained on a secondary sorbent, without having to dilute or otherwise chemically or physically modify the compatible solvent in between exposure to the primary and secondary sorbents.	2AD
6974563	Ion exchange materials for the separation of 90Y from 90SR	1. A process, comprising:  (a) preparing a solution containing strontium-90    (b) adsorbing strontium-90 from the solution onto an inorganic ion exchange material; and    (c) eluting yttrium-90 from the inorganic ion exchange material with an aqueous solution.	Inorganic ion exchange materials for the separation of  90 Y from  90 Sr include clinoptilolite, potassium titanosilicate pharmacosiderite, sodium titanosilicate and sodium nonatitanate. These materials are suitable for making a  90 Y generator that contains  90 Sr immobilized on an ion exchange column of the materials. The materials have a very high selectivity for  90 Sr, a very low selectivity for  90 Y, good radiation and thermal stability, low toxicity, fast reaction kinetics, and can be readily and reproducibly synthesized. A method is thus provided for eluting  90 Y from the ion exchange material with an aqueous solution to obtain a carrier-free solution of  90 Y.	2AA
6998052	Multicolumn selectivity inversion generator for production of ultrapure radionuclides	1. A method for producing a solution of desired daughter radionuclide that is substantially free of impurities comprising the steps of:  (a) contacting an aqueous parent-daughter solution containing a desired daughter radionuclide with a first separation medium having a high affinity for the desired daughter radionuclide and a low affinity for the parent and other daughter radionuclides, said desired daughter and parent radionuclides having different (i) ionic charges, (ii) charge densities or (iii) both as they are present in said solution, and maintaining that contact for a time period sufficient for said desired daughter radionuclide to be bound by the first separation medium to form desired daughter-laden separation medium and a desired daughter-depleted parent-daughter solution;    (b) removing the desired daughter-depleted parent daughter solution from the separation medium;    (c) stripping the desired daughter radionuclide from the desired daughter-laden separation medium to form a solution of desired daughter radionuclide;    (e) contacting the solution of desired daughter radionuclide with a second separation medium having a high affinity for the parent radionuclide and a low affinity for said desired daughter radionuclide, and maintaining that contact for a time period sufficient for said parent radionuclide to be bound by the second separation medium to form a solution of substantially impurity-tree desired daughter radionuclide.	A multicolumn selectivity inversion generator separation method has been developed in which a desired daughter radionuclide is selectively extracted from a solution of the parent and daughter radionuclides by a primary separation column, stripped, and passed through a second guard column that retains any parent or other daughter impurities, while the desired daughter elutes. This separation method minimizes the effects of radiation damage to the separation material and permits the reliable production of radionuclides of high chemical and radionuclidic purity for use in diagnostic or therapeutic nuclear medicine.	2AD
7023000	Isotope generator	1. A method for generating a secondary isotope from a precursor isotope comprising:  introducing a charge into a generator system, the charge including a volume of a precursor compound that includes the precursor isotope, the generator system having operating conditions selected to maintain the precursor compound as a gas;    maintaining the charge within the generator system for a period sufficient for a quantity of the precursor compound to decay and produce a target quantity of a secondary compound that includes the secondary isotope;    collecting the secondary compound as a solid on a collection surface within the generator system;    trapping a volume of the precursor compound in a cold trap arranged within the generator system, the cold trap being remote and separable from the collection surface and having operating conditions under which the precursor compound is a liquid or a solid;    eluating the collection surface with an eluant solution to remove a major portion of the secondary compound from the collection surface and form an eluate containing substantially all of the secondary compound;    removing the eluate from the generator system.	Disclosed are a method and an apparatus for generating and collecting a secondary compound that includes daughter isotope, such as  68 Ga, resulting from the decay of a parent isotope, such as  68 Ge, present in a precursor compound. The apparatus includes a generator system comprising a collector vessel, a cold trap and a pump, that are operatively connected to sources for introducing a precursor compound and an eluant solution, and optionally purging gases and oxygen scavengers, into the generator system. In a generation mode a substantial portion of the precursor compound is maintained in or flows through the collector vessel while in recovery mode substantially all of the precursor compound is confined in the cold trap while the collector vessel is flushed with an eluant to remove the collected secondary compound.	2AD
7060998	Component support and RADIOISOTOPE generator including one or more component supports	1. A component support comprising a plate and a cover, wherein:  said plate further comprises a substantially planar plate body defining a spike aperture therethrough, said plate body further comprising first and second opposed deflectable latches extending to either side of said spike aperture, said plate body further defining first and second bracing apertures adjacent to said first and second latches, respectively;    said cover further comprises a planar cover body comprising first and second bracing members insertable through said first and second bracing apertures of said plate body so as to prevent deflection of said first and second latches, respectively, said cover body further defining a spike passageway therethough so as to extend in overlying registry with said spike aperture of said plate body when said bracing members extend through said bracing apertures.	The invention relates to a component support ( 29 ) for use in a RADIOISOTOPE generator, the component support comprising a latching member ( 5 ) movable between an engaging position and an open position characterised by further including a bracing member ( 13 ) mechanically associated with the latching member and adapted to prevent movement of the latching member to the open position.	2AD
