,patent_id,class,title,claim,abstract
52,7654212,ABB,Frictional resistance reduction ship,"1. A frictional resistance reduction ship, comprising: ducts arranged along lateral sides of a hull of said ship, said ducts configured for supplying air to an outside surface of said hull and extending substantially perpendicularly from near an upper end of said hull to a bottom end of said hull; each duct divided into chambers, said chambers being independent along a longitudinal direction of said duct; piping for supplying air to each one of said chambers; an opening formed in each one of said chambers; a microbubble generator attached to each said opening; said microbubble generator consisting of a plate inserted in said opening and a wing for negative pressure generation attached to the plate, a window formed in the plate at a location opposite the wing on said plate, said window allowing passage of the air to the outside surface.","The friction drag decreases and the friction resistance decrease ship that improves fuel cost is offered. Duct 3 is divided into two or more independent chambers 5, with partition 4 according to the longitudinal direction; piping 6 is introduced in each chamber 5 and penetrates through partition 4 to supply air to each chamber 5. Air is supplied by assistance compressor 7 through piping 6. Opening 8 is formed in the lateral aspect of each chamber 5, and microbubble generator 10 is installed in this opening 8. "
53,7661380,AAA,Method of and apparatus for detecting and controlling bilge water in a sea vessel,"1. An apparatus for detecting and controlling bilge water in a sea vessel, said system comprising: (a) a water level sensing assembly constructed for operation within a sea vessel's bilge compartment comprising; (i) a low water level sensing unit including a water level sensing housing body, a water level sensing housing bottom, a water level sensing housing bottom opening with an outward facing counter sunk opening for reducing clogging while allowing bilge water to enter a float chamber disposed within the water level sensing housing body from outside the water level sensing housing body, a float chamber sidewall opening allowing water flow directly to a float assembly disposed within the float chamber when a slosh guard disposed within said float chamber is clogged, the float assembly adapted and configured for applying force to a reed switch when the water level raises, the reed switch for completing an electrical circuit to a first relay, a slosh guard for reducing water particles from contacting the float assembly and two reed switch wires for transferring an electrical signal from the reed switch to the first relay; and (ii) a high water level sensing unit including a water level sensing housing body, a water level sensing housing bottom, a water level sensing housing bottom opening with an outward facing counter sunk opening for reducing clogging while allowing bilge water to enter the float chamber from outside the housing, a float chamber sidewall opening to allow water flow directly to the float when the slosh guard is clogged, a float for applying force to the reed switch when the water level raises, a reed switch for completing an electrical circuit to a second relay, a slosh guard for reducing water particles from contacting the float assembly and two reed switch wires for transferring an electrical signal from the reed switch to the second relay; (b) a power pack unit constructed for operation within an engine room area comprising; a housing for enclosing the logic and control circuitry for the power pack unit, power input terminals for connecting the power pack unit to multiple DC power supplies, power output terminals for connecting to multiple bilge pumps, a diode pack connected to the power input terminals to isolate batteries disposed in said housing and operatively connected to said diode pack for multiple power source connections, harness ports for connecting a low and high water level sensing unit wiring harness, a harness port for connection of a wiring harness from a main control panel, a harness port for an optional wiring harness connection from a remote status panel, an electrical connection from the low water level sensing unit's reed switch and a negative coil terminal of the first relay, an electrical connection from the high water level sensing unit's reed switch and a positive coil terminal of the second relay, first timer switch, second timer switch, and an on-site manual switch for manually turning on pumps without disengaging a monitoring and alarm system, said power pack unit responds to signal inputs to control bilge pump function; (c) a main control panel constructed for operation within the engine room area comprising; a main control panel housing, an indicator for indicating that the monitoring and alarm system is in an automatic mode, an indicator for indicating that the monitoring and alarm system is in a manual mode, indicator for indicating that the bilge pumps have been energized, an indicator for indicating that the bilge pumps have been energized for an extended time period, a main control panel wiring harness for connecting the main control panel to the power pack unit, a remote status panel harness for connecting a remote status panel to the main control panel and a double-throw triple-pole switch for switching the system from the automatic to the manual mode of operation; (d) a remote status panel constructed for operation within any area of the vessel comprising; a main status panel housing, the automatic mode indicator, the manual mode indicator, the pimp on indictor, the check bilge indicator the automatic mode indicator, the manual mode indicator, the pimp on indictor, the check bilge indicator, a remote status panel wiring harness for connecting the remote status panel to the main control panel; (e) a back-up high water alarm/control unit constructed for operation within the engine room area comprising; a housing for enclosing alarm/control logic and control circuitry for the back-up high water alarm/control unit, power input terminals for connecting the power pack to multiple DC power supplies which can be either an existing DC power supply or an independent power supply for redundancy, power output terminals for connecting to multiply bilge pumps which can be either existing bilge pumps or independent bilge pumps, a diode pack connected to the power input terminals isolating batteries from multiple power source connections, a system on-off switch whi...","An improved bilge water level monitor, alert and control system for boats and other vessels. The system provides a method of detecting excessive leakage of water into the bilge and in response to the excessive water in the bilge, triggering an alarm to notify the operator and others and energizes bilge pumps to remove the excessive water. The system is designed with many redundancies in the sub elements and subsystems for safety. The system provides a means for reducing the likelihood of exhausting battery power in the event of a significant seawater leakage problem. The electrical power rating of the monitoring circuitry components is relatively low, thereby reducing the size and weight of those components relative to prior bilge pump monitoring and alert systems. There is no electrical wiring exposed to bilge water during system operation thereby reducing damage to the wiring components. The water level detection and control circuitry operates with sufficiently low amperage to substantially eliminate the hazard of spark-induced combustion."
54,7677191,ABB,Frictional resistance reduction ship and operation method,"1. A frictional resistance reduction ship, comprising: a ship equipped with microbubble generators, said microbubble generators comprising first and second sets of microbubble generators attached to lateral sides of ship hull from ship waterline to ship bottom, each of said microbubble generators being equipped with a wing spaced from the ship hull for generation of negative pressure during navigation of the ship; said first set of microbubble generators attached to an upper part of the ship hull in a first region below the ship waterline, said first set of microbubble generators each having a first air-liquid mixture space opposite the wing for mixing seawater and air; a first air charging line provided for said first set of microbubble generators having a first end and a second end, said first end connected to the first air-liquid mixture space opposite the wing, and said second end of said first air charging line exposed to open atmosphere, said second set of microbubble generators attached to a lower part of the ship hull proximate said hull bottom in a second region below said first set of microbubble generators, said second set of microbubble generators each having a second air-liquid mixture space opposite the wing for mixing seawater and air; a second air charging line provided for said second set of microbubble generators having a first end and a second end, said first end of the second air charging line connected to the second air-liquid mixture space opposite the wing in said second set of microbubble generators, and said second end of said second air charging line connected to an assist compressor.","A ship is provided with microbubble generators attached below the waterline to supply microbubbles, which decrease the ship's frictional resistance during navigation and improve fuel efficiency. The below waterline region (L.W.L.) of the ship is divided into an upper region (R1) proximate the waterline, and a lower region (R2) proximate the ship's bottom. The air supply to the microbubble generators (10) in the upper region (R1) is performed through a pipe (3), one end of which is exposed to the atmosphere. The air supply to the microbubble generators (10) in the lower region (R2) is performed through a branch pipe (6) from a pipe (5) using an assist compressor (4), which is arranged as a closed system instead of being exposed to the atmosphere."
55,7720629,AAA,Method and system for measuring flow layer velocities using correlation velocity measuring sonar,"1. A method for measuring flow layer velocities using correlation velocity measuring sonar, the method comprising steps of: (1) selecting a transmit code for acoustic pulses; (2) according to the transmit code, transmitting the acoustic pulses into a fluid medium, and receiving echo signals backscattered by flow layers in the fluid medium; (3) demodulating and filtering the echo signals of the flow layers, and calculating a data temporal and spatial correlation function matrix of the flow layers according to the demodulated and filtered echo signals; (4) extracting a data matrix for fitting from the data temporal and spatial correlation function matrix derived from the step (3), the data matrix for fitting being a localized data temporal and spatial correlation function matrix of the flow layers derived by the steps of: (a) performing an absolute value operation on the data temporal and spatial correlation function matrix of the flow layers to obtain a data temporal and spatial correlation function absolute value matrix of the flow layers, elements of said data temporal and spatial correlation function absolute value matrix having a maximum value of EMax; and (b) setting a threshold value X of 0<X≦1, deriving the localized temporal and spatial correlation function absolute matrix by setting those elements in the absolute value matrix with a numerical value less than XEMax to zero, and by retaining those elements in the absolute value matrix with a numerical value equal to or larger than XEMax; (5) setting a search range of an unknown parameter ensemble [Image]={ Vx, Vy, σvx, σvy, γ}, wherein Vx and Vy are average values of relative velocities of the flow layers in x, y directions, respectively, σvx and σvy are standard deviations of the velocities in x, y directions, respectively, and γ is a width factor; (6) using a computer to fit the data matrix for fitting derived from the step (4) into a theoretical fluid medium sonar array function in the search range of the unknown parameter ensemble [Image] to obtain fitting results, the theoretical fluid medium sonar array function being:  [Image] wherein, C is a constant, τ is a time delay parameter, d is a distance between receive elements of the sonar array, 1F1(.) is a Kummer function,  [Image] ω0 is a central frequency of the transmitted acoustic pulses, c is the velocity of sound, dx and dy are components of d in x direction and y direction, respectively, and θb and θc are beam widths of the transmitted acoustic pulses and the received echo signal, respectively; and (7) Obtaining absolute velocities of each of the flow layers by cooperating the velocity of a vessel relative to the seabed with the average values of the relative velocities { Vx, Vy} derived according to the fitting results obtained in the step (6).","The present invention discloses a method and a system for measuring flow layer velocities using correlation velocity measuring sonar. The present invention provides a new theoretical expression for fluid medium sonar array temporal and spatial correlation function, the velocities of each flow layer are derived by fitting experimental data and a theoretical function, or fitting absolute value operated and localized experimental data and a theoretical function. The fluid medium sonar array temporal and spatial correlation function of the present invention is succinctly expressed by Kummer function, and well coincided with the experiments. This function is applicable not only to far field region, i.e. planar wave region, but also Fraunhofer region, i.e. spherical wave region. The present invention has the merits of high measurement accuracy, small calculation load, good robustness and fast convergence."
56,7747710,AAA,System for detecting changes in preselected measurable conditions,"1. A system for simultaneously collecting data and detecting changes on measurable conditions and for sending commands to control, online configure, and online reconfigure remote terminal units and remote terminal unit functions using communications with a supervisory control and data acquisition system, wherein the system comprises: a. at least one enterprise server in communication with a network by using communication with the supervisory control and data acquisition system; b. at least one vessel; c. at least one data broadcast device in communication with the at least one enterprise server, the network, and the at least one vessel; d. at least one remote terminal unit in communication with the at least one broadcast device and the at least one vessel, and wherein the at least one remote terminal unit simultaneously collects data and detects changes on the measurable conditions relating to the at least one vessel, and wherein the at least one remote terminal unit is in communication with at least one electronic cryptographic module; wherein the at least one remote terminal unit further comprises: an analog-to-digital converter for converting the data into a digital data; a memory area for storing the digital data; at least one processor in communication with the analog-to-digital converter and the memory area, wherein the at least one processor operates upon the digital data according to a predetermined function, and wherein the at least one processor selectively moves the digital data to the memory area; a command register for storing communication commands, wherein the command register is in communication with the at least one processor such that the at least one processor moves the digital data to the memory area when the command register contains an enabling communication command; and at least one bidirectional port in communication with the communication software and at least one the enterprise server for transmitting the digital data to the at least one enterprise server from the at least one remote terminal unit via the communication software, wherein the at least one bidirectional port receives the digital data from the communication software; e. communication software linking the at least one enterprise server with the at least one vessel, wherein the communication software is adapted to simultaneously handle multiple types of telemetry and multiple different protocols associated with the at least one vessel, and wherein the communication software initiates an alarm when the data collected is outside a preset limit and sends commands to control, online configure, and online reconfigure the at least one remote terminal unit and remote terminal unit functions; and f. a configuration software for online configuring and online reconfiguring of the at least one remote terminal unit and a member of the group consisting of: the at least one electronic cryptographic module, the at least one enterprise server, or combinations thereof, and wherein online configuring and online reconfiguring are communicated using the communication software.","A system for detecting changes in measureable conditions comprising: an enterprise server, at least one vessel, and a data broadcast device on the vessel. The broadcast device is in communication with a satellite. At least one remote terminal unit is on the vessel, and the remote terminal unit is in communication with an electronic cryptographic module. The remote terminal unit stores digital data in a memory area for transmission. Communication software, adapted to handle multiple telemetries and protocols, links the enterprise server directly with each vessel, collects digital data on changes in measureable conditions, and initiates an alarm when the digital data signifies a change outside a preset limit. Configuration software configures the remote terminal unit by executing configuration commands using the communication software. A broadcast device is disposed on each vessel, for enabling the remote terminal unit on each vessel to directly communicate with the enterprise server."
57,7751977,AAA,Real time environmental measurement and reporting system for navigable waterways and method of use,"1. A system to automatically provide pilots of vessels in navigable portions of bodies of water with measures of existing environmental conditions near manmade structure proximate said navigable portions of bodies of water, comprising: at least one means for sensing at least one environmental condition proximate said manmade structure and for collecting data on said at least one environmental condition at pre-specified intervals; at least one first means for communicating in operable communication with at least said at least one means for sensing and collecting data; and at least one means for processing at least some of said data, said at least one means for processing in operable communication with at least said at least one first means for communicating, wherein said at least one means for processing comprises hardware and software; and at least one second means for communicating in operable communication with at least said at least one means for processing, wherein said at least one second means for communicating automatically provides said pilots of vessels with said measures of existing environmental conditions near said manmade structure proximate said navigable portions of bodies of water and updates thereto at pre-specified intervals.","COTS devices are integrated into a system employing custom software and custom hardware and software interfaces to collect and communicate data concerning current flows around fixed structure (e.g., inland locks, bridges, harbor structures, etc.) in various bodies of water (e.g., inland waterways, harbors, canals, etc.). Embodiments comprise: sensors and communications equipment, for example wireless systems that transmit sensor data to a lock house; lock house communications equipment that receive sensor data; a processor, e.g., a personal computer, with installed custom software and interface for processing data; an Automatic Identification System (AIS) transponder interfaced to the processor; an AIS installed in vessels to include an electronic vector chart display, such as may be installed in a towboat pilothouse; and an optional web-based database application for lock operators to record dam operation scenarios that may be used in research, investigations, and the like."
58,7768443,AAA,Vessel monitoring system,"1. A vessel monitoring system comprising: a calculator for calculating an Obstacle Zone by Targets, based on a course and a speed of a target vessel and a course and a speed of an own vessel, for a case in which the course of the own vessel is changed to an arbitrary direction, the Obstacle Zone by Targets indicating a region which the own vessel reaches the same location at the same time as the target vessel with equal to or more than a predetermined probability; a display unit for displaying positional relation between the own vessel and the target vessel, as well as the Obstacle Zone by Targets obtained by the calculation by the calculator; and an integrated controller for processing trial navigation that, in a trial navigation by provisionally setting a value of the speed of the own vessel arbitrarily, integrally controls mutually cooperated processing of the calculation by the calculator and the display by the display unit, so that the calculator calculates the Obstacle Zone by Targets corresponding to the arbitrarily and provisionally set value of the speed of the own vessel, and the display unit displays the result.","The vessel monitoring system has, in a trial navigation by provisionally setting a value of the speed of the own vessel arbitrarily, a display unit immediately display an Obstacle Zone by Targets (OZT) corresponding to the speed of the own vessel. The vessel monitoring system includes a calculator for calculating an Obstacle Zone by Targets, a display unit for displaying the Obstacle Zone by Targets obtained by the calculation by the calculator, and an integrated controller for processing trial navigation that integrally controls mutually cooperated processing of calculation by the calculator and display by the display unit, in a trial navigation by provisionally setting a value of the speed of the own vessel arbitrarily, so that the calculator calculates an Obstacle Zone by Targets corresponding to the arbitrarily and provisionally set value of the speed of the own vessel, and the display unit displays the result of the calculation."
59,7775844,AAA,Electronically assisted reverse gate system for a jet propulsion watercraft,"1. An electronically assisted reverse gate system for a jet propulsion watercraft, the watercraft including a reverse gate pivotable in and out of a path of a water stream from said watercraft, said reverse gate thereby having a variable gate orientation, the watercraft further including an operator interface for obtaining commands from an operator of the watercraft, said reverse gate system comprising: control electronics in communication with the operator interface for receiving said commands therefrom, said control electronics evaluating target settings for the gate orientation in response to said commands, the target settings being evaluated based on at least one operating condition of said watercraft in addition to said commands, the target settings comprising: a full forward setting wherein the reverse gate is in a position out of the path of the water stream; a full reverse setting wherein the reverse gate is in a position into the path of the water stream; and a neutral setting wherein the reverse gate is set to an intermediate position; the control electronics evaluating said intermediate position based on calibration values, the control electronics being operable to monitor said at least one operating condition, compare said at least one operating condition to predetermined criteria, and automatically set the reverse gate to the neutral setting if said predetermined criteria are met, said predetermined criteria comprises at least one of a threshold value for an engine rotational speed, a threshold value for a speed of the watercraft, an operator overboard detection, a throttle input and activation of a brake control, the control electronics issuing control signals based on said target settings; and an actuating device operable to adjust the gate orientation in response to said control signals.","An electronically assisted reverse gate system for a jet propulsion watercraft is provided. Control electronics are in communication with the operator interface of the watercraft to obtain commands from the operator, such as a selection between a forward, reverse or neutral mode, a braking command or a slow mode. The control electronics evaluates the target setting for these commands. This evaluation is made taking into consideration the operating conditions of the watercraft. Control signals are sent to an appropriate actuating device to adjust the gate orientation accordingly."
60,7818092,AAA,In situ emission measurement for process control equipment,"1. A process for determining a quantity of a fluid expended to operate a process control device of a control system comprising: providing a control system operating with a normal instrument fluid supply, the control system having a process control instrument and at least one process control device; providing a controlled fluid source in the form of a tank of a predetermined volume containing a gaseous fluid in selective communication with at least one of the process control instrument or the process control device; providing a non-bleeding pressure regulator through which the gaseous fluid flows, the non-bleeding pressure regulator being upstream of the process control instrument, in series with and downstream of the controlled fluid source; providing a means for measuring pressure at an outlet of the process control instrument or of the process control device while the process control instrument is operating and communicating a measured pressure signal corresponding to the measured outlet pressure; determining an initial pressure of the controlled fluid source; supplying the fluid from the controlled fluid source to at least one of the process control instrument or the process control device; operating the control system for a predetermined length of time; determining a pressure of the fluid supplied from the controlled fluid source after the predetermined length of time; communicating to a processor at least one of a signal corresponding to a difference between the pressure of the fluid supplied from the controlled fluid source after the predetermined length of time and the initial pressure, and a first signal corresponding to the initial pressure and a second signal corresponding to the pressure of the fluid supplied from the controlled fluid source after the predetermined length of time; communicating a pressure transmitter signal corresponding to the measured outlet pressure to the processor; and calculating a difference between a value corresponding to a pressure of the fluid supplied from the controlled fluid source during the predetermined length of time and a value corresponding to the outlet pressure from the process control instrument or the process control device measured by the means for measuring pressure at the outlet of the process control instrument or the process control device.",A system and method for accurately measuring supply gas consumed by a particular process control component within a process control system is disclosed. Enhanced measurement accuracy is derived from measuring the consumption of the process control component in a normal operating mode of the process control system. The amount of fluid expended by one process control component is separated by a fluid control system from the amount of supply gas expended in actuating other process control components. The amount of fluid expended by each component may be determined by measuring a decrease in a fluid within a vessel having a known quantity that independently supplies supply gas to each component during its operation.
61,7877174,AAA,Watercraft speed control device,"1. A system for controlling the velocity of a watercraft having an engine for propulsion, said system comprising: a velocity measuring device capable of obtaining a measurement of the velocity magnitude of said watercraft; a control input device capable of accepting an input of a predetermined velocity for said watercraft; a tachometer device capable of measuring the speed of said engine propelling said watercraft; a control module comprising: an engine speed algorithm capable of creating a first engine speed output correction from said velocity magnitude and said predetermined velocity; an engine speed comparator capable of determining the engine speed error between said tachometer speed measurement and said first engine speed output correction of said engine speed algorithm; an engine torque algorithm capable of creating a first engine torque output correction from said engine speed error; and said first engine torque output correction being capable of causing said watercraft to be propelled at substantially said predetermined velocity. ","An automatic speed control system that provides desired watercraft velocity over land. The coupled algorithms correct engine speed and torque using inertia based measurements, GPS, and tachometer measurements, and the corrections are augmented and enhanced by velocity/speed and torque/speed relationships that are dynamically and adaptively programmed with real-time data collected during replicated operations of the watercraft in specified conditions."
62,7962251,ABA,Supervisory control and data acquisition system for energy extracting vessel navigation,"1. A supervisory control and data acquisition system for an offshore energy recovery system comprising: one or more mobile structures configured to extract energy from offshore storms; said one or more mobile structures configured to track position of, velocity of, and amount of energy recovered by said mobile structure, said one or more mobile structures including sensors;a remote control central service facility, said remote control central service facility configured to govern navigation of said one or more mobile structures during energy recovery, said remote control central service facility further configured to provide control of mechanisms that govern navigation of said one or more mobile structures during energy recovery;said remote control central service facility further including a microprocessor system configured to run a server software system;wherein said control of mechanisms that govern navigation of said one or more mobile structures during energy recovery includes a controller configured for supervisory control and data acquisition systems.","A Supervisory Control And Data Acquisition (SCADA) system guides navigation of a vessel enabled to extract energy from wind and/or water currents primarily in offshore marine environments. An exemplary SCADA system could embody server and client software applications running on microprocessor systems at a remote control central service logging and energy distribution facility, and the vessel itself. The remote control service facility runs Human Machine Interface (HMI) software in the form of a Graphical User Interface (GUI) allowing choices to maximize system performance. The central server accesses information to control vessel position based on transmitted Global Position Satellite (GPS) data from the vessel, and weather information from the Geographic Information System (GIS) provided by multiple spatial temporal data sources. A server-side optimization algorithm fed the parameters delivered from vessel aerodynamic/hydrodynamic performance simulation software models, the vessel onboard sensor data, and integrated real-time weather and environmental data determines an optimal navigation through weather systems and presents choices to the HMI."
63,7980905,AAA,Method and apparatus for providing power to a marine vessel,"1. A system for balancing power between electrical devices on a vessel using a digital signal processor that enables a particular module to respond instantly and correctly to changing voltages, currents and temperatures on the vessel, the system comprising: a. a rectifier, for converting AC current to DC current;b. a generator connected to the rectifier;c. an AC bus in communication with shore power or a charging system and the rectifier,d. a DC bus in communication with the rectifier;e. a battery bank in bi-directional communication with the DC bus;f. an inverter in communication with the DC bus;g. a prime mover;h. a load regenerating device connected to the inverter, wherein the rectifier is configured to provide regenerated power from the prime mover, load regenerating device, or combinations thereof to the battery bank; andi. a control and monitor system in communication with the battery bank and the generator, wherein the control and monitor system has predefined battery specification stored therein and wherein the control and monitor system is adapted to: 1. monitor the battery bank and to automatically start the generator, prime mover, or combinations thereof;2. automatically close the DC bus, when one or more batteries in the battery bank falls below a predetermined load, or the charge level of one or more of the batteries is depleted past 60 percent of the charge level thereof;3. relieve a current draw from the battery bank;4. provide charging current to the battery bank;5. control the generator to ensure one or more batteries of the battery bank are not overcharged; and6. draw power from the generator, shore power, charging source, load regenerating device, prime mover, or combinations thereof, and redirect energy from the generator, the prime mover, the load regenerating device, or combinations thereof to the battery bank.","A system and a method for providing power to a marine vessel and, more particularly to a tugboat is disclosed. The system includes diesel engines and generators and batteries which can be charged using power supplied by the generators, shore power or regenerated power. The tugboat is operated utilizing battery power only and the generators are used to provide additional power if needed or to recharge the batteries."
64,7992508,ABB,Remotely operated watercraft docking mechanism having fuel saving and theft thwarting attributes,"1. A docking mechanism for securely holding a watercraft directly and firmly against a stationary dock comprising: (a) a dock mounted latching assembly having guide means for guiding a vertical lock channel mounted upon said watercraft toward and against a central portion of the latching assembly;(b) a pair of movable cylinders mounted upon the central portion of the latching assembly;(c) a drive piston and a piston actuator for moving the drive piston against the movable cylinders and causing the drive piston to contact the movable cylinders and position the drive cylinders firmly against the lock channel, thereby to firmly maintain the watercraft directly against the dock.","A docking mechanism comprises first and second units, operative to firmly attach and release a watercraft such as a ferry boat to a dock. This action can be produced by actuators that may be hydraulic or pneumatic actuators, or by other means such as manually actuated levers, electric motors or solenoids. A moveable locking piston acts to push locking cylinders or other locking members such as movable links against watercraft lock channels mounted upon the watercrafts. The apparatus results in very firm coupling of a watercraft to the dock, beneficially permitting ferry boats to load and unload cargo without keeping their engines running which wastes fuel and pollutes the environment. The lock channels on the watercraft are however configured to permit relative vertical motion between the watercraft and the latching assembly to account for water level changes and yet maintain very firm coupling of the watercraft to the dock."
65,7997134,AAA,Measurement by gyroscopic system,"1. A measurement method by a gyroscopic system comprising at least: a vibrating gyroscope, as a first means of angle measurement, designed to change the vibration position of the vibrating gyroscope among a plurality of vibration positions and to provide a first measurement of angle values according to a measurement axis in one of the vibration positions of said plurality of vibration positions, said first means of angle measurement having a first zero reference as angle value; anda second means of angle measurement, designed to provide a second measurement of angle values according to said measurement axis, said second means of angle measurement having a second zero reference as angle value;said measurement method comprising the following steps to implement a change in vibration position of the first angle measurement means:(a) in a first period of time, simultaneously providing first angle values through the first angle measurement means vibrating in a current vibration position from the plurality of vibration positions and second angle values through the second angle measurement means, and deducing, from the first angle values and the second angle values, corrected second angle values by adapting the second zero reference on the basis of a comparison of the first and second angle values obtained in said first period of time;(b) in a second period of time, changing the vibration position of the first angle measurement means from the current position to another vibration position from said plurality of vibration positions;(c) in a third period of time, simultaneously providing first angle values through the first angle measurement means and second angle values through the second angle measurement means, and deducing, from the first angle values and the second angle values, corrected first angle values by adapting the first zero reference on the basis of a comparison of the first and second angle values obtained in said third period of time.","A gyroscopic system is disclosed comprising at least a vibrating gyroscope, as a first mechanism of angle measurement, designed to provide a first measurement of angle values according to a measurement axis; and a second mechanism of angle measurement, designed to provide a second measurement of angle values according to said measurement axis. First angle values through the first angle measurement mechanism vibrating in a current vibration position and second angle values through the second angle measurement mechanism are provided simultaneously; and from these second angle values corrected on the basis of a comparison of the first and second angle values are deduced. Then the vibration position of the first angle measurement mechanism is changed from the current position to another vibration position. First angle values through the first angle measurement mechanism and second angle values through the second angle measurement mechanism are then provided simultaneously; and from these first angle values corrected on the basis of a comparison of the first and second angle values are deduced."
66,7997221,ABB,Apparatus for reducing drag on a nautical vessel,"1. An apparatus for reducing drag on a nautical vessel comprising: one or more open channels;one or more air injectors;one or more enclosed lower sections;wherein said apparatus is connected to a hull of a nautical vessel;wherein said one or more open channels are on a front of said hull;wherein said one or more enclosed lower sections are wider than said one or more open channels;wherein said one or more enclosed lower sections are located at a bottom of said one or more open channels and wherein said one or more lower sections are substantially on a bottom of said hull of said nautical vessel;a plurality of outlet holes intermediate each of said open channels and a rear end of respective one of said enclosed lower sections;wherein a stream of water, generated by a nautical vessel's motion, enters said one or more air injectors and creates a depression that pulls an air into said stream of water;wherein a plurality of air bubbles are formed in said stream of water;wherein said plurality of air bubbles is carried in said stream of water down said one or more open channels to said one or more enclosed lower sections;wherein said stream of water and said plurality of air bubbles slow down and separate within said one or more enclosed lower sections such that said plurality of air bubbles forms a separated volume of compressed air that is above and compressed by said stream of water;wherein said separated volume of compressed air has a pressure greater than an external water pressure, which allows said separated volume of compressed air to exit through said plurality of outlet holes as a plurality of microbubbles.",The invention is an apparatus and method for reducing the drag that a vessel hull experiences when moving through the water by interposing air bubbles between the skin of the hull and the stream of water that the vessel is moving through. The invention delivers compressed air to the bottom of the vessel without the need for a high energy air compressor.
67,8001918,ABB,Low-fuel-consumption transport ship,"1. A low-fuel-consumption transport ship having a structure over a water line of the ship providing a small air resistance, the ship comprising a bow of one or more hollow nearly quarter-spherical to semispherical shapes over the water line exposing a partly spherical vertex portion on an upper side at a front end of the bow and having a lower end over the water line having an outer diameter smaller than the width of the ship, and outer walls continuous to the front end of the bow and extending nearly in parallel with sides of the ship nearly up to a stern of the ship, and having a vertical tail on a rear deck of the ship so as to be adjusted for its angle by a remote control, wherein portions of the vertical tail are adjusted for their angles by a programmed automatic control by using a computer according to a program which is prepared based on pre-collected data and has a learning capability.","Transport ships having a relatively large structure over the water line, such as a pure car carrier, container ship and a passenger ship tend to receive the air resistance during the sailing. When sailing aslant against the wind, check helm had to be effected so far to cancel the swinging moment causing an extra increase in the underwater resistance. A low-fuel-consumption transport ship described has a structure over the water line, including a bow of a shape integral with the bridge of a hollow nearly semispherical to quarter-spherical shape or a partly cylindrical shape which is smoothly continuing to the stern to decrease the air resistance. The low-fuel-consumption transport ship further has a vertical tail incorporating a chimney and is rotatable on the uppermost stern deck to cancel the swinging moment in the air, without almost requiring check helm and, therefore, decreasing the underwater resistance."
68,8004934,AAA,Spatial correlation sonar method for high ships speeds,"1. A process to measure a velocity of a vessel using a spatial correlation sonar hydrophone array comprising: selecting a correlation time such that a correlation occurs between an early pulse and a later pulse on a first hydrophone and a second hydrophone respectively, wherein the first hydrophone and the second hydrophone are maximally separated in the spatial correlation sonar hydrophone array; andselecting a time spacing between a first pulse and a second pulse such that the spacing is a function of the correlation time and a constant, wherein the constant is proportional to a size of the spatial correlation sonar hydrophone array, and wherein the correlation time is an approximate multiple of a sum of a time between the first pulse and the second pulse and a time between the second pulse and a next first pulse.","In an embodiment, a process measures a velocity of a vessel using a spatial correlation sonar hydrophone array. The process includes the step of selecting a correlation time such that a correlation occurs between an early pulse and a later pulse on a first hydrophone and a second hydrophone respectively, wherein the first hydrophone and the second hydrophone are maximally separated in the spatial correlation sonar hydrophone array. The process further includes the step of selecting a time spacing between a first pulse and a second pulse such that the spacing is a function of the correlation time and a constant, wherein the constant is proportional to a size of the spatial correlation sonar hydrophone array, and wherein the correlation time is an approximate multiple of a sum of a time between the first pulse and the second pulse and a time between the second pulse and a next first pulse."
